"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","STINT","TOT","PC_PA","M","1998-04",5.58,
"USA","STINT","TOT","PC_PA","M","1998-05",5.59,
"USA","STINT","TOT","PC_PA","M","1998-06",5.6,
"USA","STINT","TOT","PC_PA","M","1998-07",5.59,
"USA","STINT","TOT","PC_PA","M","1998-08",5.58,
"USA","STINT","TOT","PC_PA","M","1998-09",5.41,
"USA","STINT","TOT","PC_PA","M","1998-10",5.21,
"USA","STINT","TOT","PC_PA","M","1998-11",5.24,
"USA","STINT","TOT","PC_PA","M","1998-12",5.14,
"USA","STINT","TOT","PC_PA","M","1999-01",4.89,
"USA","STINT","TOT","PC_PA","M","1999-02",4.9,
"USA","STINT","TOT","PC_PA","M","1999-03",4.91,
"USA","STINT","TOT","PC_PA","M","1999-04",4.88,
"USA","STINT","TOT","PC_PA","M","1999-05",4.92,
"USA","STINT","TOT","PC_PA","M","1999-06",5.13,
"USA","STINT","TOT","PC_PA","M","1999-07",5.24,
"USA","STINT","TOT","PC_PA","M","1999-08",5.41,
"USA","STINT","TOT","PC_PA","M","1999-09",5.5,
"USA","STINT","TOT","PC_PA","M","1999-10",6.13,
"USA","STINT","TOT","PC_PA","M","1999-11",6,
"USA","STINT","TOT","PC_PA","M","1999-12",6.05,
"USA","STINT","TOT","PC_PA","M","2000-01",5.95,
"USA","STINT","TOT","PC_PA","M","2000-02",6.01,
"USA","STINT","TOT","PC_PA","M","2000-03",6.14,
"USA","STINT","TOT","PC_PA","M","2000-04",6.28,
"USA","STINT","TOT","PC_PA","M","2000-05",6.71,
"USA","STINT","TOT","PC_PA","M","2000-06",6.73,
"USA","STINT","TOT","PC_PA","M","2000-07",6.67,
"USA","STINT","TOT","PC_PA","M","2000-08",6.61,
"USA","STINT","TOT","PC_PA","M","2000-09",6.6,
"USA","STINT","TOT","PC_PA","M","2000-10",6.67,
"USA","STINT","TOT","PC_PA","M","2000-11",6.65,
"USA","STINT","TOT","PC_PA","M","2000-12",6.45,
"USA","STINT","TOT","PC_PA","M","2001-01",5.62,
"USA","STINT","TOT","PC_PA","M","2001-02",5.26,
"USA","STINT","TOT","PC_PA","M","2001-03",4.89,
"USA","STINT","TOT","PC_PA","M","2001-04",4.53,
"USA","STINT","TOT","PC_PA","M","2001-05",4.02,
"USA","STINT","TOT","PC_PA","M","2001-06",3.74,
"USA","STINT","TOT","PC_PA","M","2001-07",3.66,
"USA","STINT","TOT","PC_PA","M","2001-08",3.48,
"USA","STINT","TOT","PC_PA","M","2001-09",2.87,
"USA","STINT","TOT","PC_PA","M","2001-10",2.31,
"USA","STINT","TOT","PC_PA","M","2001-11",2.03,
"USA","STINT","TOT","PC_PA","M","2001-12",1.83,
"USA","STINT","TOT","PC_PA","M","2002-01",1.74,
"USA","STINT","TOT","PC_PA","M","2002-02",1.82,
"USA","STINT","TOT","PC_PA","M","2002-03",1.91,
"USA","STINT","TOT","PC_PA","M","2002-04",1.87,
"USA","STINT","TOT","PC_PA","M","2002-05",1.82,
"USA","STINT","TOT","PC_PA","M","2002-06",1.81,
"USA","STINT","TOT","PC_PA","M","2002-07",1.79,
"USA","STINT","TOT","PC_PA","M","2002-08",1.73,
"USA","STINT","TOT","PC_PA","M","2002-09",1.76,
"USA","STINT","TOT","PC_PA","M","2002-10",1.73,
"USA","STINT","TOT","PC_PA","M","2002-11",1.39,
"USA","STINT","TOT","PC_PA","M","2002-12",1.34,
"USA","STINT","TOT","PC_PA","M","2003-01",1.29,
"USA","STINT","TOT","PC_PA","M","2003-02",1.27,
"USA","STINT","TOT","PC_PA","M","2003-03",1.23,
"USA","STINT","TOT","PC_PA","M","2003-04",1.24,
"USA","STINT","TOT","PC_PA","M","2003-05",1.22,
"USA","STINT","TOT","PC_PA","M","2003-06",1.04,
"USA","STINT","TOT","PC_PA","M","2003-07",1.05,
"USA","STINT","TOT","PC_PA","M","2003-08",1.08,
"USA","STINT","TOT","PC_PA","M","2003-09",1.08,
"USA","STINT","TOT","PC_PA","M","2003-10",1.1,
"USA","STINT","TOT","PC_PA","M","2003-11",1.11,
"USA","STINT","TOT","PC_PA","M","2003-12",1.1,
"USA","STINT","TOT","PC_PA","M","2004-01",1.06,
"USA","STINT","TOT","PC_PA","M","2004-02",1.05,
"USA","STINT","TOT","PC_PA","M","2004-03",1.05,
"USA","STINT","TOT","PC_PA","M","2004-04",1.08,
"USA","STINT","TOT","PC_PA","M","2004-05",1.2,
"USA","STINT","TOT","PC_PA","M","2004-06",1.46,
"USA","STINT","TOT","PC_PA","M","2004-07",1.57,
"USA","STINT","TOT","PC_PA","M","2004-08",1.68,
"USA","STINT","TOT","PC_PA","M","2004-09",1.86,
"USA","STINT","TOT","PC_PA","M","2004-10",2.04,
"USA","STINT","TOT","PC_PA","M","2004-11",2.26,
"USA","STINT","TOT","PC_PA","M","2004-12",2.45,
"USA","STINT","TOT","PC_PA","M","2005-01",2.61,
"USA","STINT","TOT","PC_PA","M","2005-02",2.77,
"USA","STINT","TOT","PC_PA","M","2005-03",2.97,
"USA","STINT","TOT","PC_PA","M","2005-04",3.09,
"USA","STINT","TOT","PC_PA","M","2005-05",3.22,
"USA","STINT","TOT","PC_PA","M","2005-06",3.38,
"USA","STINT","TOT","PC_PA","M","2005-07",3.57,
"USA","STINT","TOT","PC_PA","M","2005-08",3.77,
"USA","STINT","TOT","PC_PA","M","2005-09",3.87,
"USA","STINT","TOT","PC_PA","M","2005-10",4.13,
"USA","STINT","TOT","PC_PA","M","2005-11",4.31,
"USA","STINT","TOT","PC_PA","M","2005-12",4.45,
"USA","STINT","TOT","PC_PA","M","2006-01",4.56,
"USA","STINT","TOT","PC_PA","M","2006-02",4.72,
"USA","STINT","TOT","PC_PA","M","2006-03",4.88,
"USA","STINT","TOT","PC_PA","M","2006-04",5.03,
"USA","STINT","TOT","PC_PA","M","2006-05",5.15,
"USA","STINT","TOT","PC_PA","M","2006-06",5.35,
"USA","STINT","TOT","PC_PA","M","2006-07",5.46,
"USA","STINT","TOT","PC_PA","M","2006-08",5.38,
"USA","STINT","TOT","PC_PA","M","2006-09",5.34,
"USA","STINT","TOT","PC_PA","M","2006-10",5.33,
"USA","STINT","TOT","PC_PA","M","2006-11",5.32,
"USA","STINT","TOT","PC_PA","M","2006-12",5.32,
"USA","STINT","TOT","PC_PA","M","2007-01",5.32,
"USA","STINT","TOT","PC_PA","M","2007-02",5.31,
"USA","STINT","TOT","PC_PA","M","2007-03",5.3,
"USA","STINT","TOT","PC_PA","M","2007-04",5.31,
"USA","STINT","TOT","PC_PA","M","2007-05",5.31,
"USA","STINT","TOT","PC_PA","M","2007-06",5.33,
"USA","STINT","TOT","PC_PA","M","2007-07",5.32,
"USA","STINT","TOT","PC_PA","M","2007-08",5.49,
"USA","STINT","TOT","PC_PA","M","2007-09",5.46,
"USA","STINT","TOT","PC_PA","M","2007-10",5.08,
"USA","STINT","TOT","PC_PA","M","2007-11",4.97,
"USA","STINT","TOT","PC_PA","M","2007-12",5.02,
"USA","STINT","TOT","PC_PA","M","2008-01",3.84,
"USA","STINT","TOT","PC_PA","M","2008-02",3.06,
"USA","STINT","TOT","PC_PA","M","2008-03",2.79,
"USA","STINT","TOT","PC_PA","M","2008-04",2.85,
"USA","STINT","TOT","PC_PA","M","2008-05",2.66,
"USA","STINT","TOT","PC_PA","M","2008-06",2.76,
"USA","STINT","TOT","PC_PA","M","2008-07",2.79,
"USA","STINT","TOT","PC_PA","M","2008-08",2.79,
"USA","STINT","TOT","PC_PA","M","2008-09",3.59,
"USA","STINT","TOT","PC_PA","M","2008-10",4.32,
"USA","STINT","TOT","PC_PA","M","2008-11",2.36,
"USA","STINT","TOT","PC_PA","M","2008-12",1.77,
"USA","STINT","TOT","PC_PA","M","2009-01",1.02,
"USA","STINT","TOT","PC_PA","M","2009-02",1.16,
"USA","STINT","TOT","PC_PA","M","2009-03",1.07,
"USA","STINT","TOT","PC_PA","M","2009-04",0.89,
"USA","STINT","TOT","PC_PA","M","2009-05",0.57,
"USA","STINT","TOT","PC_PA","M","2009-06",0.39,
"USA","STINT","TOT","PC_PA","M","2009-07",0.35,
"USA","STINT","TOT","PC_PA","M","2009-08",0.3,
"USA","STINT","TOT","PC_PA","M","2009-09",0.25,
"USA","STINT","TOT","PC_PA","M","2009-10",0.24,
"USA","STINT","TOT","PC_PA","M","2009-11",0.21,
"USA","STINT","TOT","PC_PA","M","2009-12",0.22,
"USA","STINT","TOT","PC_PA","M","2010-01",0.2,
"USA","STINT","TOT","PC_PA","M","2010-02",0.19,
"USA","STINT","TOT","PC_PA","M","2010-03",0.23,
"USA","STINT","TOT","PC_PA","M","2010-04",0.3,
"USA","STINT","TOT","PC_PA","M","2010-05",0.45,
"USA","STINT","TOT","PC_PA","M","2010-06",0.52,
"USA","STINT","TOT","PC_PA","M","2010-07",0.41,
"USA","STINT","TOT","PC_PA","M","2010-08",0.32,
"USA","STINT","TOT","PC_PA","M","2010-09",0.28,
"USA","STINT","TOT","PC_PA","M","2010-10",0.27,
"USA","STINT","TOT","PC_PA","M","2010-11",0.27,
"USA","STINT","TOT","PC_PA","M","2010-12",0.3,
"USA","STINT","TOT","PC_PA","M","2011-01",0.29,
"USA","STINT","TOT","PC_PA","M","2011-02",0.28,
"USA","STINT","TOT","PC_PA","M","2011-03",0.28,
"USA","STINT","TOT","PC_PA","M","2011-04",0.23,
"USA","STINT","TOT","PC_PA","M","2011-05",0.21,
"USA","STINT","TOT","PC_PA","M","2011-06",0.22,
"USA","STINT","TOT","PC_PA","M","2011-07",0.24,
"USA","STINT","TOT","PC_PA","M","2011-08",0.29,
"USA","STINT","TOT","PC_PA","M","2011-09",0.33,
"USA","STINT","TOT","PC_PA","M","2011-10",0.37,
"USA","STINT","TOT","PC_PA","M","2011-11",0.41,
"USA","STINT","TOT","PC_PA","M","2011-12",0.49,
"USA","STINT","TOT","PC_PA","M","2012-01",0.4,
"USA","STINT","TOT","PC_PA","M","2012-02",0.3,
"USA","STINT","TOT","PC_PA","M","2012-03",0.29,
"USA","STINT","TOT","PC_PA","M","2012-04",0.29,
"USA","STINT","TOT","PC_PA","M","2012-05",0.29,
"USA","STINT","TOT","PC_PA","M","2012-06",0.32,
"USA","STINT","TOT","PC_PA","M","2012-07",0.3,
"USA","STINT","TOT","PC_PA","M","2012-08",0.26,
"USA","STINT","TOT","PC_PA","M","2012-09",0.24,
"USA","STINT","TOT","PC_PA","M","2012-10",0.23,
"USA","STINT","TOT","PC_PA","M","2012-11",0.23,
"USA","STINT","TOT","PC_PA","M","2012-12",0.24,
"USA","STINT","TOT","PC_PA","M","2013-01",0.23,
"USA","STINT","TOT","PC_PA","M","2013-02",0.22,
"USA","STINT","TOT","PC_PA","M","2013-03",0.21,
"USA","STINT","TOT","PC_PA","M","2013-04",0.2,
"USA","STINT","TOT","PC_PA","M","2013-05",0.2,
"USA","STINT","TOT","PC_PA","M","2013-06",0.19,
"USA","STINT","TOT","PC_PA","M","2013-07",0.14,
"USA","STINT","TOT","PC_PA","M","2013-08",0.12,
"USA","STINT","TOT","PC_PA","M","2013-09",0.11,
"USA","STINT","TOT","PC_PA","M","2013-10",0.12,
"USA","STINT","TOT","PC_PA","M","2013-11",0.12,
"USA","STINT","TOT","PC_PA","M","2013-12",0.14,
"USA","STINT","TOT","PC_PA","M","2014-01",0.12,
"USA","STINT","TOT","PC_PA","M","2014-02",0.13,
"USA","STINT","TOT","PC_PA","M","2014-03",0.12,
"USA","STINT","TOT","PC_PA","M","2014-04",0.12,
"USA","STINT","TOT","PC_PA","M","2014-05",0.11,
"USA","STINT","TOT","PC_PA","M","2014-06",0.11,
"USA","STINT","TOT","PC_PA","M","2014-07",0.13,
"USA","STINT","TOT","PC_PA","M","2014-08",0.13,
"USA","STINT","TOT","PC_PA","M","2014-09",0.12,
"USA","STINT","TOT","PC_PA","M","2014-10",0.12,
"USA","STINT","TOT","PC_PA","M","2014-11",0.13,
"USA","STINT","TOT","PC_PA","M","2014-12",0.15,
"USA","STINT","TOT","PC_PA","M","2015-01",0.16,
"USA","STINT","TOT","PC_PA","M","2015-02",0.15,
"USA","STINT","TOT","PC_PA","M","2015-03",0.14,
"USA","STINT","TOT","PC_PA","M","2015-04",0.13,
"USA","STINT","TOT","PC_PA","M","2015-05",0.15,
"USA","STINT","TOT","PC_PA","M","2015-06",0.18,
"USA","STINT","TOT","PC_PA","M","2015-07",0.19,
"USA","STINT","TOT","PC_PA","M","2015-08",0.26,
"USA","STINT","TOT","PC_PA","M","2015-09",0.27,
"USA","STINT","TOT","PC_PA","M","2015-10",0.25,
"USA","STINT","TOT","PC_PA","M","2015-11",0.3,
"USA","STINT","TOT","PC_PA","M","2015-12",0.54,
"USA","STINT","TOT","PC_PA","M","2016-01",0.57,
"USA","STINT","TOT","PC_PA","M","2016-02",0.54,
"USA","STINT","TOT","PC_PA","M","2016-03",0.55,
"USA","STINT","TOT","PC_PA","M","2016-04",0.55,
"USA","STINT","TOT","PC_PA","M","2016-05",0.57,
"USA","STINT","TOT","PC_PA","M","2016-06",0.55,
"USA","STINT","TOT","PC_PA","M","2016-07",0.62,
"USA","STINT","TOT","PC_PA","M","2016-08",0.73,
"USA","STINT","TOT","PC_PA","M","2016-09",0.75,
"USA","STINT","TOT","PC_PA","M","2016-10",0.72,
"USA","STINT","TOT","PC_PA","M","2016-11",0.71,
"USA","STINT","TOT","PC_PA","M","2016-12",0.87,
"USA","STINT","TOT","PC_PA","M","2017-01",0.9,
"USA","STINT","TOT","PC_PA","M","2017-02",0.87,
"USA","STINT","TOT","PC_PA","M","2017-03",0.98,
"USA","STINT","TOT","PC_PA","M","2017-04",1.03,
"USA","STINT","TOT","PC_PA","M","2017-05",1.05,
"USA","STINT","TOT","PC_PA","M","2017-06",1.16,
"USA","STINT","TOT","PC_PA","M","2017-07",1.22,
"USA","STINT","TOT","PC_PA","M","2017-08",1.25,
"USA","STINT","TOT","PC_PA","M","2017-09",1.25,
"USA","STINT","TOT","PC_PA","M","2017-10",1.26,
"USA","STINT","TOT","PC_PA","M","2017-11",1.32,
"USA","STINT","TOT","PC_PA","M","2017-12",1.54,
"USA","STINT","TOT","PC_PA","M","2018-01",1.63,
"USA","STINT","TOT","PC_PA","M","2018-02",1.78,
"USA","STINT","TOT","PC_PA","M","2018-03",2.08,
"USA","STINT","TOT","PC_PA","M","2018-04",2.2,
"USA","STINT","TOT","PC_PA","M","2018-05",2.16,
"USA","STINT","TOT","PC_PA","M","2018-06",2.19,
"USA","STINT","TOT","PC_PA","M","2018-07",2.17,
"USA","STINT","TOT","PC_PA","M","2018-08",2.19,
"USA","STINT","TOT","PC_PA","M","2018-09",2.24,
"USA","STINT","TOT","PC_PA","M","2018-10",2.37,
"USA","STINT","TOT","PC_PA","M","2018-11",2.56,
"USA","STINT","TOT","PC_PA","M","2018-12",2.69,
"USA","STINT","TOT","PC_PA","M","2019-01",2.59,
"USA","STINT","TOT","PC_PA","M","2019-02",2.49,
"USA","STINT","TOT","PC_PA","M","2019-03",2.48,
"USA","STINT","TOT","PC_PA","M","2019-04",2.47,
"USA","STINT","TOT","PC_PA","M","2019-05",2.44,
"USA","STINT","TOT","PC_PA","M","2019-06",2.3,
"USA","STINT","TOT","PC_PA","M","2019-07",2.22,
"USA","STINT","TOT","PC_PA","M","2019-08",2.06,
"USA","STINT","TOT","PC_PA","M","2019-09",2.03,
"USA","STINT","TOT","PC_PA","M","2019-10",1.88,
"USA","STINT","TOT","PC_PA","M","2019-11",1.77,
"USA","STINT","TOT","PC_PA","M","2019-12",1.76,
"USA","STINT","TOT","PC_PA","M","2020-01",1.65,
"USA","STINT","TOT","PC_PA","M","2020-02",1.59,
"USA","STINT","TOT","PC_PA","M","2020-03",1.35,
"USA","STINT","TOT","PC_PA","M","2020-05",0.17,
"USA","STINT","TOT","PC_PA","M","2020-06",0.2,
"USA","STINT","TOT","PC_PA","M","2020-07",0.18,
"USA","STINT","TOT","PC_PA","M","2020-08",0.15,
"USA","STINT","TOT","PC_PA","M","2020-09",0.13,
"USA","STINT","TOT","PC_PA","M","2020-10",0.12,
"USA","STINT","TOT","PC_PA","M","2020-11",0.16,
"USA","STINT","TOT","PC_PA","M","2020-12",0.17,
"USA","STINT","TOT","PC_PA","M","2021-01",0.14,
"USA","STINT","TOT","PC_PA","M","2021-02",0.11,
"USA","STINT","TOT","PC_PA","M","2021-03",0.1,
"USA","STINT","TOT","PC_PA","M","2021-04",0.11,
"USA","STINT","TOT","PC_PA","M","2021-05",0.1,
"USA","STINT","TOT","PC_PA","M","2021-06",0.09,
"GBR","STINT","TOT","PC_PA","M","1998-04",7.53533,
"GBR","STINT","TOT","PC_PA","M","1998-05",7.4881,
"GBR","STINT","TOT","PC_PA","M","1998-06",7.71396,
"GBR","STINT","TOT","PC_PA","M","1998-07",7.80622,
"GBR","STINT","TOT","PC_PA","M","1998-08",7.72824,
"GBR","STINT","TOT","PC_PA","M","1998-09",7.46768,
"GBR","STINT","TOT","PC_PA","M","1998-10",7.22061,
"GBR","STINT","TOT","PC_PA","M","1998-11",6.97448,
"GBR","STINT","TOT","PC_PA","M","1998-12",6.46034,
"GBR","STINT","TOT","PC_PA","M","1999-01",5.92171,
"GBR","STINT","TOT","PC_PA","M","1999-02",5.53197,
"GBR","STINT","TOT","PC_PA","M","1999-03",5.42287,
"GBR","STINT","TOT","PC_PA","M","1999-04",5.31773,
"GBR","STINT","TOT","PC_PA","M","1999-05",5.34875,
"GBR","STINT","TOT","PC_PA","M","1999-06",5.22114,
"GBR","STINT","TOT","PC_PA","M","1999-07",5.16688,
"GBR","STINT","TOT","PC_PA","M","1999-08",5.25409,
"GBR","STINT","TOT","PC_PA","M","1999-09",5.4107,
"GBR","STINT","TOT","PC_PA","M","1999-10",6.02564,
"GBR","STINT","TOT","PC_PA","M","1999-11",5.8725,
"GBR","STINT","TOT","PC_PA","M","1999-12",6.05531,
"GBR","STINT","TOT","PC_PA","M","2000-01",6.13632,
"GBR","STINT","TOT","PC_PA","M","2000-02",6.23781,
"GBR","STINT","TOT","PC_PA","M","2000-03",6.22838,
"GBR","STINT","TOT","PC_PA","M","2000-04",6.29647,
"GBR","STINT","TOT","PC_PA","M","2000-05",6.30356,
"GBR","STINT","TOT","PC_PA","M","2000-06",6.22682,
"GBR","STINT","TOT","PC_PA","M","2000-07",6.19247,
"GBR","STINT","TOT","PC_PA","M","2000-08",6.21754,
"GBR","STINT","TOT","PC_PA","M","2000-09",6.20569,
"GBR","STINT","TOT","PC_PA","M","2000-10",6.16274,
"GBR","STINT","TOT","PC_PA","M","2000-11",6.08629,
"GBR","STINT","TOT","PC_PA","M","2000-12",5.95539,
"GBR","STINT","TOT","PC_PA","M","2001-01",5.84578,
"GBR","STINT","TOT","PC_PA","M","2001-02",5.75655,
"GBR","STINT","TOT","PC_PA","M","2001-03",5.55126,
"GBR","STINT","TOT","PC_PA","M","2001-04",5.40449,
"GBR","STINT","TOT","PC_PA","M","2001-05",5.24858,
"GBR","STINT","TOT","PC_PA","M","2001-06",5.25854,
"GBR","STINT","TOT","PC_PA","M","2001-07",5.25436,
"GBR","STINT","TOT","PC_PA","M","2001-08",4.99658,
"GBR","STINT","TOT","PC_PA","M","2001-09",4.72946,
"GBR","STINT","TOT","PC_PA","M","2001-10",4.42821,
"GBR","STINT","TOT","PC_PA","M","2001-11",3.99675,
"GBR","STINT","TOT","PC_PA","M","2001-12",4.0506,
"GBR","STINT","TOT","PC_PA","M","2002-01",4.04677,
"GBR","STINT","TOT","PC_PA","M","2002-02",4.05268,
"GBR","STINT","TOT","PC_PA","M","2002-03",4.13055,
"GBR","STINT","TOT","PC_PA","M","2002-04",4.17319,
"GBR","STINT","TOT","PC_PA","M","2002-05",4.1537,
"GBR","STINT","TOT","PC_PA","M","2002-06",4.17758,
"GBR","STINT","TOT","PC_PA","M","2002-07",4.06054,
"GBR","STINT","TOT","PC_PA","M","2002-08",3.98654,
"GBR","STINT","TOT","PC_PA","M","2002-09",3.98872,
"GBR","STINT","TOT","PC_PA","M","2002-10",3.96401,
"GBR","STINT","TOT","PC_PA","M","2002-11",3.97142,
"GBR","STINT","TOT","PC_PA","M","2002-12",4.01777,
"GBR","STINT","TOT","PC_PA","M","2003-01",3.98263,
"GBR","STINT","TOT","PC_PA","M","2003-02",3.75425,
"GBR","STINT","TOT","PC_PA","M","2003-03",3.65503,
"GBR","STINT","TOT","PC_PA","M","2003-04",3.64598,
"GBR","STINT","TOT","PC_PA","M","2003-05",3.63252,
"GBR","STINT","TOT","PC_PA","M","2003-06",3.63966,
"GBR","STINT","TOT","PC_PA","M","2003-07",3.49022,
"GBR","STINT","TOT","PC_PA","M","2003-08",3.52249,
"GBR","STINT","TOT","PC_PA","M","2003-09",3.6967,
"GBR","STINT","TOT","PC_PA","M","2003-10",3.80338,
"GBR","STINT","TOT","PC_PA","M","2003-11",3.98043,
"GBR","STINT","TOT","PC_PA","M","2003-12",4.01864,
"GBR","STINT","TOT","PC_PA","M","2004-01",4.05531,
"GBR","STINT","TOT","PC_PA","M","2004-02",4.16654,
"GBR","STINT","TOT","PC_PA","M","2004-03",4.29673,
"GBR","STINT","TOT","PC_PA","M","2004-04",4.39472,
"GBR","STINT","TOT","PC_PA","M","2004-05",4.52872,
"GBR","STINT","TOT","PC_PA","M","2004-06",4.78974,
"GBR","STINT","TOT","PC_PA","M","2004-07",4.85702,
"GBR","STINT","TOT","PC_PA","M","2004-08",4.96284,
"GBR","STINT","TOT","PC_PA","M","2004-09",4.9469,
"GBR","STINT","TOT","PC_PA","M","2004-10",4.90071,
"GBR","STINT","TOT","PC_PA","M","2004-11",4.88359,
"GBR","STINT","TOT","PC_PA","M","2004-12",4.87103,
"GBR","STINT","TOT","PC_PA","M","2005-01",4.87316,
"GBR","STINT","TOT","PC_PA","M","2005-02",4.89069,
"GBR","STINT","TOT","PC_PA","M","2005-03",4.98736,
"GBR","STINT","TOT","PC_PA","M","2005-04",4.94336,
"GBR","STINT","TOT","PC_PA","M","2005-05",4.89375,
"GBR","STINT","TOT","PC_PA","M","2005-06",4.84144,
"GBR","STINT","TOT","PC_PA","M","2005-07",4.65794,
"GBR","STINT","TOT","PC_PA","M","2005-08",4.59465,
"GBR","STINT","TOT","PC_PA","M","2005-09",4.59686,
"GBR","STINT","TOT","PC_PA","M","2005-10",4.58701,
"GBR","STINT","TOT","PC_PA","M","2005-11",4.61847,
"GBR","STINT","TOT","PC_PA","M","2005-12",4.63732,
"GBR","STINT","TOT","PC_PA","M","2006-01",4.60368,
"GBR","STINT","TOT","PC_PA","M","2006-02",4.58199,
"GBR","STINT","TOT","PC_PA","M","2006-03",4.58741,
"GBR","STINT","TOT","PC_PA","M","2006-04",4.6296,
"GBR","STINT","TOT","PC_PA","M","2006-05",4.7015,
"GBR","STINT","TOT","PC_PA","M","2006-06",4.73498,
"GBR","STINT","TOT","PC_PA","M","2006-07",4.73322,
"GBR","STINT","TOT","PC_PA","M","2006-08",4.94425,
"GBR","STINT","TOT","PC_PA","M","2006-09",5.02501,
"GBR","STINT","TOT","PC_PA","M","2006-10",5.13176,
"GBR","STINT","TOT","PC_PA","M","2006-11",5.22544,
"GBR","STINT","TOT","PC_PA","M","2006-12",5.29167,
"GBR","STINT","TOT","PC_PA","M","2007-01",5.48623,
"GBR","STINT","TOT","PC_PA","M","2007-02",5.5657,
"GBR","STINT","TOT","PC_PA","M","2007-03",5.54946,
"GBR","STINT","TOT","PC_PA","M","2007-04",5.64899,
"GBR","STINT","TOT","PC_PA","M","2007-05",5.76742,
"GBR","STINT","TOT","PC_PA","M","2007-06",5.88018,
"GBR","STINT","TOT","PC_PA","M","2007-07",6.02396,
"GBR","STINT","TOT","PC_PA","M","2007-08",6.41946,
"GBR","STINT","TOT","PC_PA","M","2007-09",6.64694,
"GBR","STINT","TOT","PC_PA","M","2007-10",6.27014,
"GBR","STINT","TOT","PC_PA","M","2007-11",6.40858,
"GBR","STINT","TOT","PC_PA","M","2007-12",6.35943,
"GBR","STINT","TOT","PC_PA","M","2008-01",5.65965,
"GBR","STINT","TOT","PC_PA","M","2008-02",5.64202,
"GBR","STINT","TOT","PC_PA","M","2008-03",5.89929,
"GBR","STINT","TOT","PC_PA","M","2008-04",5.91881,
"GBR","STINT","TOT","PC_PA","M","2008-05",5.82639,
"GBR","STINT","TOT","PC_PA","M","2008-06",5.92944,
"GBR","STINT","TOT","PC_PA","M","2008-07",5.8322,
"GBR","STINT","TOT","PC_PA","M","2008-08",5.76619,
"GBR","STINT","TOT","PC_PA","M","2008-09",5.9106,
"GBR","STINT","TOT","PC_PA","M","2008-10",6.13304,
"GBR","STINT","TOT","PC_PA","M","2008-11",4.44684,
"GBR","STINT","TOT","PC_PA","M","2008-12",3.17247,
"GBR","STINT","TOT","PC_PA","M","2009-01",2.34276,
"GBR","STINT","TOT","PC_PA","M","2009-02",2.09038,
"GBR","STINT","TOT","PC_PA","M","2009-03",1.83139,
"GBR","STINT","TOT","PC_PA","M","2009-04",1.53413,
"GBR","STINT","TOT","PC_PA","M","2009-05",1.35795,
"GBR","STINT","TOT","PC_PA","M","2009-06",1.24117,
"GBR","STINT","TOT","PC_PA","M","2009-07",1.00113,
"GBR","STINT","TOT","PC_PA","M","2009-08",0.77369,
"GBR","STINT","TOT","PC_PA","M","2009-09",0.6056,
"GBR","STINT","TOT","PC_PA","M","2009-10",0.57087,
"GBR","STINT","TOT","PC_PA","M","2009-11",0.60936,
"GBR","STINT","TOT","PC_PA","M","2009-12",0.60541,
"GBR","STINT","TOT","PC_PA","M","2010-01",0.61265,
"GBR","STINT","TOT","PC_PA","M","2010-02",0.6331,
"GBR","STINT","TOT","PC_PA","M","2010-03",0.64549,
"GBR","STINT","TOT","PC_PA","M","2010-04",0.65592,
"GBR","STINT","TOT","PC_PA","M","2010-05",0.69713,
"GBR","STINT","TOT","PC_PA","M","2010-06",0.72839,
"GBR","STINT","TOT","PC_PA","M","2010-07",0.73603,
