Dates,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5,Scenario6
2004-06-21 00:00:00,1.463234981446737e-05,-1.3605996967327205e-05,-4.1844343749121766e-05,-7.008269053091633e-05,-0.0001265593840945055,-0.00023951277122168373
2004-06-22 00:00:00,-0.0005454402045956312,-0.0005736507493887083,-0.0006018612941817855,-0.0006300718389748625,-0.0006864929285610167,-0.0007993351077333251
2004-06-23 00:00:00,2.332647822315064e-05,-4.867969138265847e-06,-3.306241649968228e-05,-6.125686386109871e-05,-0.00011764575858393169,-0.00023042354802959742
2004-06-24 00:00:00,0.0003502143686815619,0.0003220376172006492,0.0002938608657197365,0.0002656841142388238,0.0002093306112769984,9.662360535334758e-05
2004-06-25 00:00:00,7.262867692478471e-05,7.260294989643306e-05,7.257722286808139e-05,7.255149583972974e-05,7.250004178302643e-05,7.23971336696198e-05
2004-06-28 00:00:00,0.00011195337274612253,8.375843635939669e-05,5.556349997267086e-05,2.7368563585945056e-05,-2.902130918750663e-05,-0.0001418010547344099
2004-06-29 00:00:00,0.0004815406814423356,0.00048148266787111413,0.0004814246542998927,0.00048136664072867124,0.0004812506135862283,0.00048101855930134243
2004-06-30 00:00:00,0.00013240564009829185,0.00010419307246328916,7.598050482828642e-05,4.776793719328369e-05,-8.65719807672166e-06,-0.0001215074686167326
2004-07-01 00:00:00,0.0002633522099024336,0.0002633146578210115,0.00026327710573958936,0.00026323955365816724,0.000263164449495323,0.00026301424116963445
2004-07-02 00:00:00,-0.000860442917853549,-0.0008606036865780987,-0.0008607644553026484,-0.0008609252240271981,-0.0008612467614762974,-0.0008618898363744962
2004-07-05 00:00:00,0.0007145959143908641,0.0007145017110238187,0.0007144075076567734,0.0007143133042897281,0.0007141248975556375,0.0007137480840874561
2004-07-06 00:00:00,-0.00035109295999445546,-0.00037897991180480727,-0.00040686686361515907,-0.00043475381542551093,-0.0004905277190462145,-0.0006020755262876219
2004-07-07 00:00:00,-0.00045603147555605723,-0.0004560884551281096,-0.0004561454347001621,-0.00045620241427221447,-0.0004563163734163193,-0.00045654429170452894
2004-07-08 00:00:00,-0.00039346922602367045,-0.00042133177768459396,-0.0004491943293455174,-0.0004770568810064409,-0.0005327819843282879,-0.0006442321909719818
2004-07-09 00:00:00,-0.00024406797418601692,-0.00024410753747778922,-0.00024414710076956154,-0.00024418666406133383,-0.00024426579064487847,-0.0002444240438119677
2004-07-12 00:00:00,4.3740602805965156e-05,4.3736477763437755e-05,4.373235272091036e-05,4.372822767838296e-05,4.371997759332817e-05,4.370347742321857e-05
2004-07-13 00:00:00,0.0001710323832849447,0.00014319528243972622,0.00011535818159450777,8.752108074928938e-05,3.184687905885246e-05,-7.950152432202124e-05
2004-07-14 00:00:00,-0.00019081752777747946,-0.00019083903159703927,-0.00019086053541659908,-0.00019088203923615888,-0.00019092504687527853,-0.00019101106215351776
2004-07-15 00:00:00,-6.227299746977449e-05,-6.229613013113354e-05,-6.23192627924926e-05,-6.234239545385167e-05,-6.238866077656977e-05,-6.2481191422006e-05
2004-07-16 00:00:00,-0.00010345325318442269,-0.0001313288833474073,-0.00015920451351039193,-0.0001870801436733765,-0.00024283140399934574,-0.0003543339246512841
2004-07-19 00:00:00,-0.00012244665798211222,-0.0001503282413054895,-0.0001782098246288668,-0.00020609140795224413,-0.00026185457459899876,-0.000373380907892508
2004-07-20 00:00:00,0.0002510936425559635,0.00025108318274295134,0.0002510727229299392,0.000251062263116927,0.0002510413434909027,0.000250999504238854
2004-07-21 00:00:00,-0.0010068841074793026,-0.00103480512729167,-0.0010627261471040377,-0.001090647166916405,-0.0011464892065411402,-0.0012581732857906102
2004-07-22 00:00:00,0.0007370576359666936,0.0007369443460372581,0.0007368310561078227,0.0007367177661783872,0.0007364911863195163,0.0007360380266017743
2004-07-23 00:00:00,0.00038766183692942954,0.00035977150848140606,0.0003318811800333826,0.0003039908515853591,0.0002482101946893122,0.00013664888089721824
2004-07-26 00:00:00,0.0003111318229584114,0.0002832447684227485,0.0002553577138870856,0.0002274706593514228,0.000171696550280097,6.014833213744558e-05
