var1,var2,var3,var4,var5
-0.016073,0.075001,0.043442,-0.10672,-0.038788
-0.070827,0.11451,-0.031006,-0.045385,0.023627
-0.024756,-0.29182,-0.19981,-0.063804,0.084751
0.040378,-0.0071271,-0.10721,-0.16426,0.0063055
0.091157,-0.089519,-0.020073,-0.023966,0.040876
0.087493,-0.16093,0.29493,0.049471,-0.036669
-0.012124,0.011154,0.015204,0.087115,0.18154
-0.040723,-0.087298,-0.060122,-0.13562,-0.17344
0.10734,0.13354,0.047041,0.18742,-0.16367
-0.16635,0.056072,0.17557,0.035017,0.033161
0.060389,0.13955,-0.05199,-0.15941,0.017394
-0.09588,-0.15089,-0.0019088,0.045596,0.067541
0.17212,-0.0023586,0.075166,-0.1137,0.25251
0.083625,-0.13455,-0.053633,0.15558,-0.0652
0.054062,-0.12535,0.0065035,0.16589,-0.00033099
0.10124,-0.16637,0.14695,0.090526,0.13159
0.046128,0.021529,0.027112,0.2185,0.062408
0.065806,0.12308,-0.020192,0.062881,-0.055458
-0.017947,-0.32448,-0.11108,0.016745,-0.11428
0.071338,-0.14705,0.07499,0.088056,0.028323
0.064762,-0.15897,0.011634,-0.097546,-0.057826
0.11473,-0.21481,0.0065738,0.26165,0.1234
0.11779,-0.10917,-0.075217,0.10603,0.031078
0.030844,-0.10114,-0.055575,0.1459,0.11942
-0.14076,-0.0036736,0.078272,-0.097776,0.0068383
-0.076923,0.072837,0.14905,0.029988,0.19261
0.051553,0.030796,0.19547,-0.10657,-0.070773
-0.077918,0.1762,-0.012983,-0.024517,0.14102
-0.23458,0.12851,-0.031664,-0.15527,-0.098931
-0.090678,0.2367,-0.055852,-0.2386,0.073701
-0.10331,0.23287,0.019724,-0.062463,-0.0096633
-0.13701,0.073884,-0.20179,-0.1573,-0.24214
-0.0040009,0.040522,-0.32092,-0.16381,0.12011
0.19375,-0.011437,0.08856,-0.016847,0.11
-0.018488,-0.090446,-0.039956,0.17789,0.040442
-0.014457,-0.10008,-0.16327,0.020031,0.10725
0.26216,0.043063,-0.065571,0.020256,0.050065
-0.071784,-0.10947,-0.063176,0.084353,0.047674
0.0059669,-0.062087,-0.10217,-0.071166,-0.10015
0.089491,-0.052039,0.078884,0.086776,-0.032585
-0.16578,0.027135,0.027568,0.076964,0.2168
-0.17458,0.25252,-0.10688,-0.2203,-0.14001
-0.066958,0.037373,0.039393,-0.14005,-0.10656
0.04541,0.13873,0.13186,-0.2237,-0.089075
-0.036988,-0.12349,0.10672,-0.02039,-0.04234
0.053194,-0.065341,0.087762,-0.056377,-0.035427
0.092336,-0.092452,-0.086057,0.0064984,-0.041558
0.029078,-0.035899,-0.062196,0.1426,0.083973
-0.017097,0.013119,-0.012538,0.077072,-0.031893
0.02981,0.03335,0.047656,-0.080982,-0.15118
0.0087888,0.014519,-0.17101,0.084246,0.1189
-0.056947,-0.097929,-0.058394,-0.095063,-0.049772
0.048363,0.0066156,0.13876,-0.07498,-0.13705
-0.019612,0.084338,0.11471,-0.11375,-0.087712
0.078502,0.11478,-0.17167,-0.21114,0.089401
-0.069951,-0.16353,-0.015225,0.11298,0.15349
-0.16242,0.14923,0.02464,-0.080116,0.018127
-0.04587,0.062097,0.072177,-0.11209,0.083736
0.074534,0.044415,0.16364,0.0068236,-0.07155
0.039248,-0.07781,0.0062774,-0.0070802,0.027575
0.17822,0.11213,0.10488,0.070847,-0.080894
-0.022116,-0.094613,0.020704,0.038795,0.054193
0.15082,0.1732,0.066712,-0.097052,-0.11291
-0.061879,0.0086998,0.027931,0.069683,-0.093629
-0.13631,0.15146,0.0004627,-0.042892,-0.14062
-0.018421,0.094342,-0.038027,0.025026,-0.077408
-0.15955,0.017794,0.29097,-0.023303,-0.090028
-0.11152,0.10911,0.08044,-0.20549,0.034444
-0.10033,0.14968,0.0079931,-0.053861,0.12915
-0.07418,-0.077632,0.15361,-0.051115,0.029065
0.075042,0.03292,-0.15986,0.0061807,-0.10146
0.1139,-0.12276,0.13622,0.0033678,-0.16839
0.074035,0.066129,0.077038,0.0032411,0.075564
-0.27828,0.21592,0.095874,0.23613,-0.13483
-0.08966,0.26216,-0.11402,-0.24662,-0.25038
-0.04729,-0.057658,0.10131,-0.082458,-0.11291
0.075484,0.0062219,0.049218,0.085357,0.091627
0.057491,-0.01472,0.14094,0.23139,0.063656
0.24808,-0.1533,-0.13624,0.18411,0.01332
-0.0054895,-0.16381,-0.015681,0.12792,0.079271
0.079556,-0.12278,-0.046883,0.096127,0.19323
0.1739,-0.1189,0.015911,0.11847,-0.098362
0.059186,-0.14753,0.051998,0.14879,0.099368
0.010121,-0.066279,-0.03117,0.1045,0.048727
-0.0029429,0.20368,-0.15054,-0.13021,-0.15316
-0.070673,-0.037661,-0.14627,-0.023004,-0.096106
-0.079158,0.029879,0.017705,-0.097572,-0.1504
-0.16275,0.1798,-0.073932,-0.045549,-0.089685
-0.025261,0.12709,0.099593,-0.017049,0.078768
0.026444,-0.11998,-0.059504,-0.093108,0.088415
0.037782,-0.11427,0.094134,-0.057095,-0.033509
-0.074341,0.039623,-0.018602,-0.015981,-0.026407
-0.085967,0.030704,-0.020546,0.1438,0.11555
-0.040615,0.040159,-0.042235,-0.051972,0.1028
-0.10355,0.035574,-0.042639,-0.079261,0.10193
0.076124,0.12846,-0.069594,0.02696,-0.0070032
-0.042224,-0.058295,-0.15596,-0.045693,-0.039652
0.16756,-0.25444,-0.12218,0.059646,-0.20125
0.30869,-0.10786,0.13145,0.1507,0.21845
0.062317,-0.19741,0.042133,0.2667,0.18254
0.19909,-0.15833,0.082981,0.07609,-0.0092462
0.19964,-0.12177,0.067794,0.22588,0.066943
-0.053328,-0.03562,-0.034794,0.10575,0.084411
-0.10536,-0.073919,0.048164,0.0082824,-0.11279
0.1205,0.074933,0.096812,-0.0032182,0.029615
0.00087978,-0.13181,0.071207,0.23981,0.011306
0.13297,-0.14105,0.015764,0.10184,-0.0032772
0.079504,-0.17873,-0.11832,0.17089,-0.041802
-0.10247,-0.098436,0.044716,0.25375,0.041722
-0.089113,-0.011981,-0.21362,-0.033508,0.087928
0.10988,-0.033355,-0.043174,0.068518,0.069393
0.068543,0.039205,0.04718,0.091715,0.15905
-0.15899,-0.23681,0.061506,0.049436,-0.014796
0.090491,-0.10645,0.1028,-0.055728,0.10051
0.11306,-0.021355,-0.076063,0.025665,-0.15084
-0.082713,0.0037695,-0.11042,0.14601,0.15425
0.074398,-0.10472,0.16297,-0.11006,-0.16634
-0.026231,-0.023197,0.064928,0.12952,-0.012464
0.040795,-0.010727,0.045551,-0.020275,-0.05605
0.002592,0.016861,0.17588,0.057918,-0.11522
0.007111,0.039459,0.067106,-0.070128,-0.081193
0.063214,-0.10693,-0.020871,0.021448,0.094128
0.091843,-0.17292,-0.10309,0.11511,-0.05288
0.12481,0.0076274,0.092902,0.22233,-0.1147
0.18815,-0.15461,-0.0031727,0.07715,0.17621
0.14546,-0.12537,-0.13755,0.084435,0.15486
0.099724,-0.24478,0.07055,0.16791,0.071619
-0.098242,-0.088106,0.072893,0.0061209,-0.058607
-0.065602,-0.15964,0.0012914,0.097826,-0.058702
0.011836,0.082077,0.18615,0.12692,-0.15191
-0.23468,0.083741,-0.004439,-0.11893,0.10816
-0.039327,-0.012032,0.1004,-0.051123,-0.067552
0.18915,-0.13452,-0.018094,-0.0047117,0.018415
-0.086671,-0.31801,-0.10311,0.13921,0.038616
0.19403,0.16068,-0.079898,0.031497,0.10495
-0.055583,-0.15255,-0.11056,0.12236,0.14907
-0.11472,0.026672,0.058189,0.074521,-0.075834
0.22562,0.069775,0.017274,-0.18565,-0.015586
0.12677,-0.068481,-0.11738,0.099849,0.17113
-0.15075,-0.096817,0.025708,0.018097,0.10713
-0.0029528,0.21511,0.017999,0.069471,-0.11495
-0.07839,0.077151,-0.14997,-0.17428,-0.15869
0.35675,0.047357,-0.054831,0.0099202,-0.014957
0.074774,-0.29168,-0.029738,0.074366,0.069277
0.087929,-0.15391,-0.00097048,0.20976,0.072843
0.02977,-0.024513,-0.017421,0.059583,-0.044019
-0.0088944,-0.16624,-0.079726,-0.074626,-0.12
0.1458,-0.021393,-0.16759,-0.043161,-0.084156
0.15498,-0.022993,0.13126,-0.02745,0.010413
-0.074825,0.028583,-0.03835,0.14936,0.091954
-0.074095,0.11896,-0.01711,-0.066642,-0.12965
-0.23053,0.14396,-0.088524,-0.3315,-0.04681
-0.17206,0.088936,-0.053241,-0.16905,-0.22469
0.15354,-0.075273,-0.0050019,-0.097542,-0.19561
-0.050962,-0.12305,-0.0057392,0.29555,0.096097
0.23417,-0.13393,-0.00064647,-0.10843,-0.019793
0.02579,-0.15343,-0.024971,0.16384,0.090318
0.16657,-0.070968,0.13423,-0.05768,-0.028211
0.10455,0.050085,-0.044859,0.018721,0.13504
0.061493,-0.010222,0.066027,0.19706,-0.011247
0.0061786,-0.084358,0.00054568,-0.032857,-0.068069
-0.029787,-0.10014,0.19332,0.090291,-0.041949
-0.055513,-0.024061,0.11903,-0.10584,-0.06998
0.11441,0.074644,-0.1798,-0.15748,-0.034849
-0.06338,-0.18254,-0.011594,0.035879,0.039035
0.14015,-0.1066,-0.069837,0.11122,-0.006554
0.0012854,-0.19494,0.078701,0.073413,0.028702
-0.0122,0.13947,0.12898,0.062225,0.033338
0.009418,0.14641,-0.16752,-0.19201,-0.066767
-0.048882,0.029417,-0.10193,-0.18122,0.075874
-0.060302,0.034334,0.03266,0.10921,-0.20393
-0.034933,0.029274,-0.037612,-0.041105,0.11411
-0.16935,-0.17332,0.035006,-0.23141,-0.033663
-0.044976,0.26748,0.053746,-0.04675,0.019777
-0.23226,0.014548,-0.11824,-0.030549,-0.087672
-0.082021,-0.031088,0.12238,-0.014752,-0.19634
-0.040857,-0.013786,0.026443,0.0033002,-0.13156
-0.019912,-0.041283,0.097728,-0.044268,-0.033196
-0.19043,0.07945,0.0046138,-0.05847,0.041426
0.023844,0.26844,0.094686,-0.17096,0.062682
-0.11972,-0.14683,-0.086754,-0.19215,0.2083
0.30645,0.10528,-0.1144,0.02032,-0.13123
0.11315,-0.077882,-0.11005,0.013337,-0.030571
0.064566,0.057132,0.22079,0.039555,-0.07679
-0.068329,0.014778,-0.016973,-0.21222,0.022177
-0.0063022,0.17007,-0.0092587,0.25082,0.048948
-0.060903,0.037744,0.011641,0.031513,-0.088076
-0.038624,0.043966,0.2694,-0.20638,0.0065391
-0.0063744,-0.1207,-0.0018825,-0.16244,-0.056262
0.14122,-0.06694,0.029296,0.16127,-0.0073948
0.11771,-0.035973,0.002667,0.14172,0.065379
0.0042376,-0.075753,-0.13384,0.11194,-0.23245
0.072417,-0.092555,0.01182,0.011378,0.11151
0.06816,-0.0032974,0.0015134,0.011556,0.029946
0.18889,0.13975,0.017793,0.04163,0.030318
-0.19822,-0.19985,0.0026138,0.070403,0.092168
-0.090171,-0.10773,0.079059,-0.10299,-0.0512
-0.12694,0.0028043,-0.075412,0.17872,0.050818
-0.034033,-0.085066,0.07661,0.032867,0.17579
0.18776,-0.16476,-0.065462,0.11548,-0.019542
0.25679,-0.19604,-0.017054,0.17416,0.054186
0.15201,-0.23381,-0.13255,0.12345,0.18071
0.15902,-0.078549,-0.072717,0.13834,-0.051644
-0.069059,-0.0091505,0.14129,-0.03688,0.049447
-0.19376,0.10532,0.0078117,-0.019272,0.026751
-0.033875,0.1996,0.023291,-0.34684,-0.089948
-0.15855,0.054037,0.11163,-0.052635,0.049049
-0.23072,0.16921,-0.1221,-0.023079,0.07523
-0.12086,0.35476,-0.016588,-0.2353,-0.092989
-0.32279,0.068567,0.064999,-0.25921,0.033287
-0.24123,0.12727,-0.059935,-0.14436,-0.036454
-0.094807,-0.070921,0.13559,-0.29294,0.027631
0.19527,-0.057494,0.078193,0.060421,0.092827
0.12222,-0.018314,0.14334,0.084411,-0.15733
-0.018416,-0.055932,0.14154,0.076285,0.20505
-0.13885,0.059336,0.12699,0.20151,-0.15399
-0.11487,-0.027408,0.13872,-0.13991,0.10521
-0.13171,0.10758,-0.11181,-0.013451,-0.078541
-0.28345,0.063463,-0.08414,-0.07477,-0.095758
-0.035084,0.096568,-0.14954,-0.021044,-0.33938
-0.036407,-0.15472,-0.098247,0.010679,0.03793
0.095174,0.0023787,0.17745,0.050985,-0.0029354
-0.0075763,-0.033532,-0.0038345,0.06043,0.15223
0.095287,-0.35686,0.041883,-0.12167,0.028194
0.20566,-0.001116,0.065794,0.01494,0.075113
0.14731,0.031168,-0.018817,0.10429,0.073011
0.11155,0.038409,0.11807,-0.054838,0.12481
0.041106,0.013733,-0.25619,0.10257,0.041704
-0.018895,-0.069905,-0.017641,0.047737,-0.079819
-0.10948,0.13532,-0.066813,-0.058623,-0.12146
-0.075308,0.047731,0.13666,-0.12929,-0.090201
-0.22325,0.030475,0.057947,0.016188,-0.019062
-0.099473,0.14336,0.020891,-0.21338,-0.094694
-0.044854,0.0082701,-0.062683,-0.11742,0.00029939
0.041478,0.040507,0.14159,0.088176,0.13872
-0.068539,0.14183,0.11963,-0.09015,-0.086918
-0.073803,-0.070784,0.072126,-0.1386,-0.18069
-0.016947,0.032374,-0.16625,-0.0067462,0.029163
-0.12765,0.0012989,-0.0049111,0.013167,0.16164
0.042432,0.058037,-0.10875,-0.13168,0.019456
0.054886,0.11121,-0.047035,0.025482,0.10152
0.072083,0.067849,0.085906,-0.027583,0.075482
0.012158,-0.10562,-0.038213,0.11501,-0.14495
-0.0057141,-0.0054192,-0.076822,-0.0045038,0.0023717
-0.07389,0.082666,0.035266,-0.17205,0.11975
0.10988,0.15276,0.019435,0.27178,-0.061385
0.023782,0.01818,0.075256,0.098398,0.073975
-0.075057,0.020812,-0.062861,0.10382,-0.12227
-0.069604,-0.026503,-0.042808,-0.066604,-0.023808
-0.020973,0.18061,0.04038,0.09256,-0.062183
-0.049964,0.022348,0.065806,0.018299,0.059574
-0.084101,-0.14681,-0.069847,0.067318,0.19193
-0.058439,0.086509,0.21926,-0.23398,0.027689
-0.030683,-0.10445,0.066183,-0.014793,-0.025703
0.00768,-0.085132,-0.040235,0.10311,-0.0076176
0.0048867,-0.086529,0.037347,0.17643,-0.051373
-0.071347,0.0086194,0.020389,-0.028274,-0.16464
-0.038816,0.060549,-0.13989,-0.029928,0.12208
0.01499,0.10319,0.090592,0.055396,0.086283
-0.16095,0.089725,0.19107,0.0844,-0.050977
0.024831,-0.0015924,0.14716,-0.2908,0.0070044
-0.083053,0.040899,-0.017363,-0.016649,-0.14107
-0.058451,0.17483,0.06959,-0.077509,-0.034702
-0.019208,0.13801,0.066523,-0.105,-0.18715
0.070951,0.024735,0.079186,0.076334,0.062242
-0.061881,-0.098925,0.061774,0.08608,-0.094269
-0.089227,-0.12451,-0.24297,-0.075599,-0.2083
0.10154,-0.015609,-0.0056085,-0.18333,0.094601
0.16535,0.090414,-0.10395,-0.018119,0.095771
-0.028288,0.010251,0.045376,-0.045257,0.12524
0.0033074,-0.058816,0.069365,-0.12104,0.010918
-0.048225,0.072319,0.04719,-0.1089,-0.11848
0.037139,0.30608,0.0090084,0.058553,0.20494
-0.15989,0.027209,-0.06258,0.013303,0.20993
0.018507,0.037236,-0.029419,-0.0061637,0.068818
-0.047554,-0.054343,-0.062465,0.016628,0.051853
0.17642,0.00036541,-0.01065,0.17246,-0.13135
0.024297,-0.23084,-0.061203,-0.046306,0.10551
-0.052407,-0.083336,-0.062209,-0.041298,0.18534
-0.098857,-0.012498,-0.039341,0.044831,-0.12165
-0.042953,0.20052,-0.072354,0.052625,-0.046732
-0.055606,0.095203,-0.22754,-0.054205,-0.024249
-0.18376,0.075051,0.092725,-0.15403,0.095748
-0.13806,-0.022943,0.062816,-0.053883,0.076064
-0.032993,0.0295,0.10741,-0.17877,-0.11162
-0.034046,-0.016189,-0.010835,-0.13899,-0.0066884
0.11962,-0.076225,-0.15333,-0.078892,0.0010042
0.063578,0.027139,0.044055,0.12179,0.11534
-0.0024521,-0.11646,-0.077901,0.034855,0.033942
0.099365,-0.081761,-0.06481,-0.028562,0.032261
0.07407,0.022411,-0.052004,-0.070489,0.028584
-0.098641,0.0087643,0.046315,-0.055752,0.00049065
-0.024234,0.00025435,0.021226,-0.055286,-0.038071
0.07059,-0.044798,0.074568,-0.032062,0.00033892
0.033489,-0.014387,0.1881,-0.00466,0.18338
-0.079915,-0.15727,0.022793,0.058827,0.010626
0.076566,0.097105,0.168,-0.10509,0.1684
-0.10974,-0.073176,-0.0024158,-0.13236,-0.075983
-0.090867,-0.082079,-0.084709,-0.13975,-0.066615
-0.02218,-0.033745,-0.17905,0.15404,-0.17838
0.1294,0.13708,-0.043135,-0.12389,0.13655
0.027986,-0.15228,-0.010647,-0.13545,0.2079
0.13289,-0.17566,0.18287,-0.12159,-0.11122
0.15331,-0.0056147,0.039457,0.32244,-0.018081
-0.028005,-0.037107,-0.12358,0.046229,0.069074
-0.033633,0.0093994,-0.064089,0.12373,-0.013897
0.15808,-0.059364,-0.054775,-0.041855,0.055963
0.015638,-0.18479,-0.12851,0.12438,-0.10174
0.16214,0.056619,0.10965,0.10757,-0.029114
0.080865,-0.096122,0.03637,0.2027,0.090892
0.22464,-0.12634,-0.15144,0.035883,0.12721
0.23205,-0.041828,-0.11757,-0.049728,0.051994
0.15126,-0.18444,0.14768,0.10987,-0.09208
0.13208,-0.20839,-0.023145,0.044721,0.040229
0.20272,-0.11295,0.060638,0.010434,0.054452
0.14655,-0.040499,0.042998,-0.023501,0.16312
0.025875,0.021196,0.048042,-0.10461,0.046053
0.16359,-0.11175,0.01787,0.050615,-0.024843
-0.038194,-0.11325,0.12054,0.1535,-0.010796
0.1229,0.049602,0.1152,0.0801,-0.014004
0.035721,0.02042,-0.026806,-0.032591,0.10146
-0.054326,-0.058235,0.03446,-0.18784,0.12304
-0.00092047,0.083611,-0.02996,-0.13165,0.014225
-0.097808,-0.12202,-0.03782,0.14884,-0.10059
-0.05244,-0.048181,0.075492,0.067167,-0.027076
-0.10665,-0.11771,0.16238,-0.15528,-0.12989
-0.057012,0.017141,0.065796,-0.082004,0.045847
0.0058118,-0.031785,-0.1583,-0.013405,-0.0043316
0.065268,-0.089281,0.064775,0.14122,0.022898
0.18766,-0.028571,0.16015,-0.095094,0.036624
0.010733,-0.055982,-0.12166,-0.026656,-0.019024
-0.095561,-0.020226,-0.04775,0.045743,-0.064575
-0.10105,0.01246,0.025086,0.068048,-0.036396
-0.070551,0.078284,-0.037168,-0.19435,-0.083755
0.015813,-0.17318,0.0013813,0.042778,0.061504
0.10993,0.033148,-0.033154,0.020897,0.025391
-0.037152,0.056272,-0.062858,0.017809,0.10264
0.10737,0.010361,0.10845,-0.13167,-0.043019
0.0070277,-0.075844,-0.090528,-0.088108,-0.012176
0.18123,0.091523,0.032824,0.11666,-0.015471
0.025709,-0.087519,0.012006,-0.012464,0.0918
-0.12276,-0.13494,0.072984,0.033386,-0.0015977
-0.11882,-0.04541,0.13089,-0.040163,-0.24773
-0.011568,0.15444,0.13775,-0.045375,-0.024514
-0.13466,0.099438,-0.13321,-0.17994,-0.053625
0.02631,-0.0056857,0.012425,-0.17344,0.15725
0.05803,-0.13453,0.10948,-0.11929,-0.15457
0.125,-0.10106,-0.083372,0.1714,-0.11498
0.31281,-0.089441,-0.042491,0.29345,0.096439
0.027357,-0.072066,-0.023318,0.24973,0.15193
0.033263,-0.027007,0.083827,0.018097,0.10014
-0.087146,-0.041811,0.076768,0.10133,-0.078618
-0.034143,0.064553,0.039428,0.05793,0.064932
-0.17425,-0.021189,-0.01244,-0.081135,-0.10675
-0.077787,-0.038726,-0.13916,-0.1487,0.066931
-0.034095,0.16719,0.018636,0.00062242,0.079338
-0.18495,0.15399,-0.023916,-0.1017,-0.0010416
-0.047218,0.12404,-0.069927,-0.013045,-0.13702
-0.049323,-0.096786,0.0057433,-0.043946,-0.019724
0.10923,-0.087241,-0.14992,0.13489,0.32227
0.0083711,-0.034891,0.068039,0.15395,-0.061843
-0.035559,0.021323,-0.069285,0.089084,0.12164
0.13876,-0.088437,0.13711,-0.094254,-0.10128
0.11548,-0.12354,-0.061389,0.12748,-0.05311
0.07319,-0.06239,-0.0029627,0.095179,0.040471
0.0040476,0.094433,-0.053828,0.17906,-0.021113
-0.096066,0.062415,-0.33112,-0.10066,0.15889
-0.0034649,0.11413,-0.12579,-0.11553,-0.061254
-0.13743,0.016266,-0.047551,-0.16105,-0.1632
-0.13871,-0.058522,-0.073341,-0.20777,-0.04117
-0.046512,0.016238,0.051855,-0.071233,-0.047499
-0.20947,0.02094,0.21812,0.025505,0.063266
-0.18595,0.13874,-0.076705,-0.062576,-0.17837
0.028007,-0.0095703,-0.076799,0.013934,0.03339
-0.10696,0.14445,-0.09262,0.073428,0.059448
0.15826,0.1861,-0.024831,-0.11975,-0.30479
0.056784,-0.20742,-0.057804,0.12563,0.05996
0.12127,-0.11753,-0.045423,0.059051,0.093771
0.0044502,-0.062907,-0.02471,0.0055944,-0.076426
0.027293,0.033429,-0.14267,-0.056441,0.063506
-0.076854,0.039682,0.078023,-0.098372,0.070228
-0.043677,0.079683,-0.11434,-0.017122,-0.063045
-0.013524,-0.044169,-0.15742,-0.067486,-0.085956
0.049238,-0.046651,0.093743,0.025576,-0.047714
0.044133,-0.0025981,0.080217,0.037502,-0.2948
0.087889,0.057155,0.024666,-0.037014,-0.02414
-0.044905,0.009311,-0.039293,-0.056512,-0.0058961
-0.087821,-0.0028148,-0.15445,-0.0096949,-0.077664
0.16918,0.16268,0.056683,-0.1247,-0.044718
-0.083492,0.041033,0.12105,0.11093,0.11217
0.14405,0.072904,-0.10912,-0.086575,0.0034797
-0.19092,-0.07861,0.048014,0.052478,-0.0019064
-0.036914,0.20068,0.063201,-0.093525,-0.11159
0.17381,-0.043181,0.027733,-0.043923,-0.033852
0.1014,-0.24695,-0.0061995,0.057534,0.0576
0.2346,0.013623,-0.026433,0.21768,-0.1292
0.0013324,-0.084169,-0.16593,-0.082575,-0.15342
-0.10465,-0.061689,0.18343,0.036513,-0.081233
0.064167,0.072813,0.12339,-0.11929,-0.12446
0.059328,-0.28731,0.0037778,-0.12638,-0.14848
0.24612,0.022211,-0.063291,-0.053378,-0.15108
0.095131,-0.30467,-0.14507,0.15192,0.025686
0.20801,-0.17046,0.055401,0.11424,0.18831
0.06526,-0.21529,0.039399,0.13934,-0.090624
0.079985,-0.064422,0.16723,-0.0401,-0.11401
-0.16211,0.042812,0.074654,-0.087907,-0.087268
-0.10854,0.018774,0.038664,-0.080844,-0.015811
0.069016,-0.060949,0.049208,0.13086,0.026362
0.1298,0.063371,0.14699,-0.065935,-0.0046596
-0.082564,-0.11744,-0.189,0.098558,0.035534
0.35007,0.084538,0.016627,-0.23609,0.046684
-0.10947,-0.14847,0.056731,0.33203,0.078879
-0.11454,-0.029842,0.15129,-0.0075678,0.011616
0.051957,-0.045929,-0.054446,-0.11045,0.12221
0.022619,-0.13206,-0.024544,0.12905,0.042049
0.17193,-0.06897,-0.21872,-0.042115,0.011541
0.005163,0.013562,-0.14609,0.12671,0.00093741
-0.27158,0.19166,-0.10664,0.031436,0.079278
-0.18351,0.27092,0.048389,-0.27652,0.038451
-0.16944,-0.051043,0.021829,0.02666,0.021958
-0.054817,-0.036707,0.013687,-0.14478,-0.12321
-0.056497,-0.14738,-0.014322,0.0077334,0.010422
0.073794,-0.095176,-0.099339,-0.11838,-0.040897
-0.020567,-0.038159,0.25295,-0.036858,0.038578
-0.14297,-0.041808,0.058293,-0.21177,0.098179
0.10404,0.11249,-0.072626,0.071626,-0.0083108
-0.084925,-0.16782,-0.04698,0.049308,0.11347
-0.012841,0.059629,-0.082222,-0.11895,0.10268
-0.17121,0.10439,0.11362,-0.067827,-0.061005
-0.20827,0.036629,0.062067,-0.029242,-0.040229
-0.1988,0.067002,-0.053349,-0.18201,-0.085816
0.11602,0.12629,-0.059468,0.084964,-0.0077654
0.18261,0.083314,-0.25711,-0.14498,-0.16314
-0.099437,-0.061246,0.016033,0.18047,-0.044192
0.10928,0.056027,-0.00091542,-0.0095939,0.095273
-0.0334,-0.12704,-0.04556,0.18444,0.087738
-0.063094,0.038237,-0.074624,0.16944,-0.20451
-0.18953,0.11924,-0.058901,-0.0015734,-0.06319
-0.070195,-0.095651,-0.092509,-0.11742,-0.17592
0.0024658,-0.0075802,-0.049523,-0.0066588,-0.010292
-0.077268,-0.0075574,0.10392,0.094365,-0.11861
0.12537,0.090576,0.17391,-0.063519,0.044062
0.20982,-0.070697,0.022342,0.20696,0.10102
0.088054,0.087888,0.0845,-0.091174,0.015268
-0.093034,-0.13538,-0.079176,-0.016815,0.13583
-0.11831,-0.066894,-0.20272,0.14419,-0.18191
-0.077001,0.23292,0.029978,0.13153,-0.01913
-0.14156,0.023237,-0.20991,-0.10618,0.14812
0.059786,0.14537,-0.14432,0.047681,0.11207
0.074676,-0.10282,0.067592,0.1781,0.19149
0.085454,-0.076377,-0.1115,0.075103,-0.0032039
0.095225,-0.090276,0.026048,0.15274,0.089539
0.22783,0.026534,0.08423,0.078918,-0.06003
0.059108,-0.2902,-0.082775,0.20261,-0.026634
0.21701,0.00024937,0.080591,0.070204,0.081528
0.057483,-0.13211,0.12405,0.23996,0.29826
0.16775,-0.022403,-0.2348,-0.05189,-0.082972
-0.030254,-0.011122,0.034473,0.13666,0.038672
-0.014863,0.054254,-0.025722,-0.21483,-0.10106
0.102,-0.15139,0.15621,-0.05408,-0.066473
0.10357,-0.11149,0.14024,-0.02911,-0.19383
0.14025,-0.16767,0.15831,0.11705,-0.012895
0.14299,-0.090194,0.064667,0.14763,0.046775
-0.041651,-0.032774,-0.0090573,-0.011562,0.13756
0.20331,0.14666,0.051672,-0.044212,0.018102
-0.01059,-0.036171,-0.046262,-0.029709,0.057638
-0.072798,-0.047135,0.11093,-0.050694,0.028924
-0.019211,-0.038981,0.0078094,-0.039403,-0.081725
-0.048084,0.14603,0.073205,0.06616,-0.041115
-0.093914,-0.11849,0.024325,-0.1708,0.10458
0.046027,0.010111,0.014929,0.0089953,-0.095665
-0.040462,0.074459,-0.21953,0.10629,0.11239
0.0076149,0.10551,0.034662,0.061769,-0.0084813
-0.14533,-0.020974,0.093935,0.031171,-0.05785
0.11716,0.081478,-0.14639,-0.023967,0.096856
0.14409,-0.057582,-0.090496,-0.098661,0.04715
0.10895,-0.0026048,-0.030664,0.052943,-0.033124
0.037091,-0.10049,0.067444,0.044337,-0.056496
0.073382,0.034883,0.086267,0.19517,0.10441
-0.026792,-0.0044818,0.052766,-0.090901,0.1101
-0.065842,0.17179,0.16724,-0.048385,-0.1273
-0.14268,0.020183,0.043001,-0.051268,0.050011
0.11616,0.068448,-0.012523,-0.12682,-0.082692
0.035086,0.015046,-0.046077,0.026879,-0.015612
0.0010887,-0.082309,-0.030211,0.12221,-0.26781
-0.0080533,-0.16657,0.064682,0.12768,0.11898
0.10197,0.06775,0.037031,0.16592,-0.25696
-0.18738,-0.099009,0.036819,0.13773,0.1515
-0.18136,0.2032,0.19945,-0.064536,-0.16608
0.18498,0.035943,0.027957,-0.17724,-0.013862
0.20928,-0.15939,0.1049,0.25192,0.10409
0.17712,-0.0041201,-0.014576,0.1214,-0.019017
0.14211,-0.0032014,0.087812,-0.063517,-0.037762
-0.0471,-0.23072,-0.024609,0.043848,0.094846
0.17673,-0.10546,0.056096,-0.0039963,0.030509
0.21685,-0.23072,0.015432,0.16626,-0.14296
0.24598,-0.11121,0.27441,0.25065,0.11176
0.24825,-0.17036,0.13307,0.1366,0.095692
0.13288,-0.17816,-0.07575,0.1668,0.048694
0.1025,-0.090534,0.0033854,0.1687,0.094512
0.14136,-0.067,-0.038382,0.23444,-0.0014371
0.012798,-0.15645,-0.002774,0.093333,-0.017945
0.056213,-0.1531,-0.043838,-0.067418,0.0054494
