var1,var2,var3,var4,var5
-0.078103,0.11368,0.071557,-0.07849,0.031683
-0.1492,-0.0046219,-0.054056,-0.14824,-0.047536
-0.043874,-0.039699,0.18376,0.060248,0.11446
0.097225,-0.064806,0.04642,-0.00015,0.043258
0.20633,-0.11712,0.11649,0.12147,0.065446
0.073045,-0.2513,-0.026323,0.042545,-0.0050007
0.29349,-0.23044,-0.035499,0.1943,-0.11298
0.2695,-0.11345,0.13715,0.36852,0.13428
-0.0875,-0.14395,0.10068,-0.12712,-0.030111
0.026632,0.016562,0.14606,-0.052514,-0.058225
-0.040173,-0.039247,-0.19234,0.089678,0.0054169
0.034345,0.011489,-0.058675,0.0015888,0.1892
0.045976,-0.01702,0.14577,0.091604,-0.017944
-0.037332,-0.091061,-0.053479,-0.14876,-0.035347
-0.06443,0.38983,-0.14094,-0.018057,-0.07587
-0.18403,0.11973,0.07272,0.016245,-0.084434
-0.071126,0.054645,-0.09825,0.006136,0.11006
-0.051844,0.04466,-0.080595,-5.6785e-05,-0.11062
-0.19886,0.14193,0.036903,-0.031922,0.082231
-0.10956,0.013636,0.10789,-0.35482,-0.017115
0.20027,-0.08095,-0.0012593,-0.12071,0.15106
0.066622,-0.065765,-0.026501,0.098573,0.23413
0.12619,0.13005,0.0042789,0.05957,0.10118
0.024521,-0.11588,-0.10757,0.02233,0.05631
0.081336,0.0044914,0.19799,0.20584,0.12945
0.006434,0.043931,-0.18592,0.089787,-0.091676
-0.14436,-0.053253,0.17406,0.15004,0.043949
0.19245,0.13013,-0.057349,-0.052402,-0.028581
-0.024068,0.056081,0.00069289,-0.10569,0.21948
0.030024,0.17402,0.033377,-0.0021708,0.1708
-0.22415,-0.06196,0.024121,-0.1904,0.041568
0.037295,0.082287,-0.024178,-0.1985,-0.086204
0.029929,0.031815,-0.1175,0.039378,-0.039517
-0.13411,-0.14094,-0.10416,0.057838,-0.14515
-0.072625,0.031347,-0.21132,-0.10226,0.18142
-0.0083992,0.093532,0.13714,-0.33944,-0.12508
-0.24346,0.18421,-0.091114,-0.033007,-0.02603
-0.18152,0.14195,0.065256,-0.18858,-0.05522
-0.2306,0.20382,0.24659,-0.19614,0.033637
0.091527,0.28909,0.020504,-0.012309,-0.22318
-0.088858,0.17034,-0.13079,-0.14584,-0.074221
-0.17489,0.095287,-0.069996,-0.054807,-0.060232
-0.011345,0.050588,0.021921,-0.063239,-0.16009
0.054065,0.042485,0.1115,0.087436,0.18351
0.053097,0.098999,-0.065133,0.14739,0.1717
-0.090072,-0.043769,0.17344,0.030564,-0.22573
0.2408,-0.023912,0.19253,-0.065494,0.042929
0.23579,-0.12931,-0.2308,0.12276,0.049083
0.12287,-0.11279,0.043563,0.13464,-0.031379
-0.083562,0.062631,-0.066682,-0.041904,0.10236
-0.088898,0.16453,0.12651,-0.26082,0.068414
0.069751,0.15901,0.061011,-0.024348,0.035429
0.08097,0.010147,0.11964,-0.10135,0.14179
0.0086704,0.12261,-0.12305,-0.0042937,-0.087873
-0.041284,0.072766,-0.17582,-0.15442,0.2037
0.033417,0.070565,-0.18332,-0.15185,0.052902
-0.050346,0.10453,0.1716,-0.25431,0.11285
-0.083645,-0.037171,0.095393,-0.17525,-0.011435
0.0741,0.19645,0.079034,-0.11004,0.17404
-0.022392,0.029454,0.023057,-0.14601,0.059473
0.17606,0.1282,-0.03744,-0.076904,-0.20305
0.067789,-0.12933,-0.10847,0.12652,0.06308
0.068194,0.028465,0.087896,-0.02882,-0.11991
-0.016434,0.10865,0.032557,-0.068275,-0.019839
-0.28203,-0.02079,-0.16584,-0.06816,-0.09865
-0.071383,-0.0072886,-0.020358,-0.14461,-0.059518
-0.11063,-0.032255,0.081622,-0.0064945,-0.13869
-0.058409,0.08492,0.013855,0.18846,-0.14472
0.066753,-0.034933,0.1079,0.091501,-0.012999
0.011861,-0.010054,0.18776,-0.065133,0.087279
-0.059596,0.020071,-0.052891,-0.064314,-0.18275
0.12455,-0.079125,0.083816,-0.078858,0.04355
0.10175,-0.1965,-0.0030343,-0.034699,-0.054374
0.11657,-0.15007,-0.078031,-0.09519,-0.016493
0.2262,0.053266,-0.0012162,0.14105,-0.0039798
-0.042163,-0.078119,-0.034081,0.16955,0.11894
-0.0039771,-0.055235,-0.10672,0.041637,0.025223
0.070189,0.15712,0.104,-0.045765,0.05288
0.014644,0.070176,-0.022965,0.083593,0.027514
-0.071782,0.11304,-0.13268,-0.14093,0.042019
-0.086835,0.081277,-0.0044157,0.13104,-0.15502
-0.17227,0.2406,-0.066169,-0.11509,-0.0026129
-0.075612,0.048032,-0.026879,-0.30817,0.0044831
-0.088863,0.043791,-0.021414,0.03521,0.14675
0.10415,-0.015513,0.08408,-0.10947,-0.0047584
-0.14245,-0.078274,-0.045256,0.09701,-0.018823
0.050083,0.1665,0.10586,-0.031699,0.028601
-0.13594,-0.078387,-0.17524,0.018744,0.004601
-0.040055,0.062742,-0.062966,-0.18924,0.055752
-0.0099141,-0.00016189,0.061574,-0.23609,0.027321
-0.0031485,-0.011931,0.055675,0.16544,0.071735
0.12282,-0.1309,0.040702,0.0084125,-0.017841
0.047388,-0.030425,0.085406,0.14497,0.084113
0.047902,-0.069338,-0.029751,0.025756,-0.095622
0.011353,-0.0092564,0.020522,0.0081544,0.013815
-0.044499,-0.056302,-0.0033855,0.021565,-0.02591
0.014372,-0.012698,-0.12757,0.18363,-0.041881
0.048724,0.021258,0.057983,0.031706,0.04788
0.039496,-0.034078,-0.14746,-0.086736,-0.016923
0.1793,0.058982,0.049927,0.039505,0.057562
0.033193,-0.012784,-0.21224,0.015994,0.068013
-0.030451,0.0087535,0.12952,-0.062022,0.12989
0.047432,-0.0075356,-0.02212,-0.23287,0.07566
0.16019,0.05916,-0.11034,-0.023948,-0.090138
-0.14169,-0.13907,0.10347,0.084956,-0.018059
0.14068,-0.01707,0.11354,-0.11111,0.0016054
0.1097,-0.14302,0.11426,0.19968,0.087145
0.030215,-0.047067,0.16122,0.088959,-0.1278
0.015424,-0.11928,0.080077,0.03061,-0.14999
0.029172,0.10921,0.092945,0.092857,-0.15678
-0.099227,0.10824,0.036617,-0.025536,0.063642
-0.023428,-0.040358,-0.057835,-0.29234,0.14277
-0.11462,-0.062283,0.051782,-0.081518,0.0016407
-0.071411,0.061573,0.0022619,0.079952,-0.10555
0.077959,0.025281,0.11139,-0.08076,0.15582
-0.00016712,-0.022522,-0.15041,0.04793,-0.078807
0.077084,0.0038573,-0.049881,0.16407,-0.027054
-0.064802,-0.050392,0.02045,-0.03731,-0.095512
-0.13491,0.013007,-0.078118,-0.05343,0.018901
0.074156,0.18939,-0.0081524,-0.0068126,-0.20276
-0.01213,0.017676,-0.062145,0.070149,-0.083737
0.041409,-0.03046,-0.18512,0.06087,0.0073594
-0.10504,-0.045646,0.0030045,0.013622,0.089693
-0.053963,0.16137,0.099129,-0.1284,-0.01173
-0.078367,-0.028885,-0.032306,-0.088087,-0.14559
0.22797,0.071215,0.0095542,0.068461,-0.20419
0.20338,-0.41273,-0.092105,0.096124,-0.1526
0.13134,-0.027538,0.06769,0.2502,0.041016
0.11127,-0.092691,-0.13678,0.14759,-0.057765
-0.026372,-0.2293,-0.011272,0.27641,0.025221
-0.029221,-0.066829,0.029823,0.10317,-0.12991
0.041834,0.30007,-0.012552,0.0029962,-0.042685
-0.21264,0.083222,0.005981,-0.076957,0.044491
-0.12513,0.065389,0.012042,-0.31161,0.11813
0.018347,0.039088,-0.08932,-0.046282,0.19978
0.02126,-0.12329,0.16356,-0.077041,-0.085006
0.027708,-0.064354,-0.014929,-0.026296,-0.13188
0.078112,0.0079304,-0.03837,0.11858,0.26087
0.00046536,-0.15876,0.027979,0.18752,0.17089
0.10179,-0.04158,-0.18076,0.2406,0.011124
-0.00421,-0.03855,0.12917,0.054321,0.050963
0.13805,-0.10892,-0.048741,0.0035095,0.075322
0.042199,-0.21278,0.1376,0.024583,-0.027373
0.21394,0.044068,0.05316,0.072901,-0.16594
-0.052872,-0.11372,-0.0036563,0.12286,0.026588
0.01612,0.011044,-0.079332,-0.012751,-0.10555
0.042647,0.010921,-0.13274,-0.049806,0.111
-0.093187,0.15528,0.062456,-0.11301,0.16823
-0.27961,0.16067,0.02644,-0.040116,0.17951
-0.20253,0.20258,-0.027257,-0.24073,-0.21375
-0.008045,0.17857,0.024964,-0.044083,-0.055244
-0.037324,0.10556,-0.0020315,0.093662,-0.129
-0.014151,-0.067594,-0.13919,-0.12977,0.064944
-0.098417,0.11059,0.033839,-0.073217,0.1083
-0.12149,0.02774,0.01637,-0.085319,0.15284
-0.089905,0.20932,0.040824,-0.014042,-0.053079
0.016704,0.096933,-0.016061,-0.14957,0.080497
-0.17165,-0.072999,0.052726,0.042667,-0.019194
-0.07471,-0.079647,0.37457,-0.14442,-0.046893
-0.058126,0.045197,-0.00338,-0.19213,-0.16721
-0.088033,0.18879,-0.051716,0.016705,0.059295
0.026991,0.15494,0.035601,-0.034565,0.0094049
0.17737,0.068261,-0.0466,-0.061094,0.1387
0.088306,-0.13298,-0.02956,-0.020285,-0.014725
0.087299,-0.12787,-0.039219,-0.028363,0.050525
0.048463,-0.20836,0.064939,0.16108,-0.12383
-0.0045911,-0.12706,-0.266,0.092768,0.076487
0.1767,0.16341,-0.062862,-0.10832,-0.068425
0.099442,-0.021764,-0.088828,-0.10897,0.11143
0.0024965,-0.16551,0.040943,0.01148,0.060665
-0.018334,0.085442,-0.058525,0.054208,-0.056082
0.046163,-0.021763,0.12156,-0.13549,0.1328
0.044526,0.010454,-0.10235,0.060001,0.18539
0.098852,-0.060268,0.070372,-0.045225,-0.011108
0.15422,-0.053994,0.095177,0.024868,-0.039085
0.18426,-0.13712,0.0068378,0.13824,-0.0082863
-0.00031197,-0.2034,-0.13373,0.10809,-0.019621
0.037042,-0.017188,0.048356,0.091765,-0.24141
-0.075348,0.0023061,0.16347,0.12855,0.014146
-0.10201,0.13906,0.025089,0.071004,-0.014063
-0.11607,0.09936,-0.048211,0.12943,-0.035608
-0.11321,-0.047054,-0.0053236,-0.25581,0.13124
0.10768,0.03778,-0.092696,0.082935,-0.099103
0.017526,-0.027819,-0.06534,-0.0018347,0.099534
0.037763,0.10603,0.03514,-0.16828,-0.12493
-0.042314,0.11771,0.059154,-0.10475,0.0028568
-0.16362,-0.056804,0.022661,-0.095462,-0.084258
-0.1426,0.31182,-0.02819,0.0075185,0.01736
0.0030617,0.21476,-0.033991,-0.24496,0.12567
-0.0049544,-0.12303,-0.15747,0.0082926,-0.024901
-0.099537,0.027976,-0.064898,-0.048834,-0.044504
-0.22252,0.043116,-0.11182,-0.0069296,0.0097815
-0.04741,0.13439,-0.017448,-0.14079,-0.098533
0.10348,0.17296,0.11786,-0.013708,-0.10444
-0.10424,-0.035317,-0.0076404,0.04319,-0.064558
0.024232,-0.016245,-0.02097,0.063144,0.031403
-0.013976,-0.20222,-0.043338,-0.051456,-0.041546
0.12746,0.061325,-0.20294,0.21771,0.07007
-0.1661,-0.0060564,0.091446,0.16081,0.037649
-0.01014,0.16746,0.31018,-0.11189,0.033445
-0.28787,0.12143,0.024184,-0.0716,0.10278
-0.12075,0.38024,-0.022729,-0.16903,-0.18143
-0.22639,0.17875,-0.19155,-0.1882,0.054742
-0.12222,-0.014486,0.013498,-0.25774,-0.10852
-0.10623,0.070409,0.031703,-0.22992,-0.16041
-0.083108,-0.077455,0.18085,0.026405,-0.032632
-0.080166,0.03186,0.11867,0.0028253,0.046148
-0.035954,0.092285,-0.05611,-0.30839,-0.01265
-0.21063,0.32383,0.070382,-0.0037658,-0.044775
-0.036835,0.16413,0.1118,-0.20998,-0.067591
-0.0074732,0.1392,-0.056106,0.056842,-0.0030497
-0.080514,-0.018097,0.067946,0.07719,0.10725
-0.012849,0.012322,0.1124,-0.072952,-0.083313
-0.10669,0.12932,0.12025,-0.010452,-0.031164
-0.013115,0.01316,-0.055184,-0.098724,-0.061059
-0.078392,0.14453,0.15518,-0.22505,0.037945
-0.10882,-0.10545,-0.042515,-0.17871,-0.0058557
0.036911,0.088113,0.20246,-0.14971,0.013285
0.19197,0.18373,-0.032995,-0.091548,0.16998
-0.040057,-0.094799,-0.050462,-0.019881,0.02996
-0.090771,-0.10294,-0.057042,0.081197,-0.048524
0.023468,0.086897,-0.13156,-0.060599,0.042022
0.035206,-0.10593,-0.014249,0.033644,0.17707
0.10788,0.037117,0.035624,-0.22009,-0.070724
0.24982,-0.063224,0.15232,0.22849,0.085307
0.15876,0.099596,0.059511,0.19408,-0.00093492
-0.050595,-0.1523,-0.041825,0.2234,-0.042122
0.1853,-0.081813,-0.0587,0.0087832,0.13326
-0.045832,-0.35025,-0.036369,0.094262,-0.10205
0.07977,-0.101,0.12806,0.08938,0.10703
-0.031861,-0.050151,-0.12125,0.035554,0.0031341
-0.043644,0.087359,0.086396,0.036336,0.073916
0.0029136,0.043976,0.050939,-0.018649,0.12196
0.094722,-0.053486,-0.083898,-0.034301,-0.045656
-0.0754,-0.15966,0.20162,0.19415,0.066567
-0.056607,0.044039,-0.075535,-0.005244,0.11604
-0.12868,0.076414,0.056732,-0.015944,-0.12031
-0.030893,0.13609,0.06923,-0.1587,-0.0801
-0.097228,0.17898,-0.042306,0.1502,0.089331
-0.14238,0.018132,0.043292,0.059732,-0.16556
0.04965,-0.053224,0.0046508,0.0015873,-0.10869
-0.20052,0.051409,-0.19634,0.11745,-0.062182
-0.076089,0.022987,0.099842,-0.25942,-0.038988
0.25039,-0.0063607,-0.04348,0.11133,0.15644
-0.069923,-0.11697,0.054274,0.089643,-0.018746
-0.12866,0.052468,0.12964,0.031091,0.022929
0.15765,0.018026,-0.11641,-0.07994,-0.16277
-0.027045,0.083627,-0.078331,-0.14982,-0.08999
-0.18012,0.054333,-0.013353,-0.035935,0.059209
0.087706,0.013876,0.097111,-0.049969,-0.087241
0.082671,0.11542,0.18256,-0.060674,-0.1256
-0.079532,-0.086828,-0.09031,-0.072613,-0.041816
0.22023,0.06577,-0.086717,0.090208,0.066543
0.07465,-0.090364,-0.053498,0.043647,-0.0597
-0.02804,-0.27145,0.077673,-0.016056,0.027113
0.0336,-0.017922,0.11224,0.087036,-0.022657
-0.16984,-0.03335,0.024066,-0.058675,-0.12074
-0.0095963,0.26938,-0.047491,0.14023,0.016271
-0.13265,0.018349,-0.073491,-0.062042,-0.13914
-0.11886,-0.059175,-0.016043,-0.078237,0.02348
-0.028098,0.015878,-0.18569,0.090967,-0.22295
0.20488,-0.04949,-0.11616,0.038284,0.12734
0.15869,-0.063345,0.0021198,0.039401,0.021521
0.053601,-0.082827,0.094356,0.035467,0.13394
0.058837,-0.17461,0.074922,0.142,-0.13321
0.064663,0.031617,-0.047481,0.071415,-0.055382
-0.11766,-0.041332,-0.17433,-0.017828,0.0075358
-0.021446,0.086282,-0.071752,0.085467,0.0036245
0.12153,-0.19054,-0.10692,-0.010632,-0.11277
0.18508,-0.3392,-0.057516,0.21722,-0.098056
0.20789,-0.040857,0.20898,0.14097,0.25435
0.010075,0.050658,-0.16753,-0.0064574,-0.12354
-0.24754,0.055462,0.036358,0.02251,0.023456
-0.26737,0.25255,-0.097413,-0.096608,0.017538
-0.13415,0.24437,-0.022757,-0.14862,-0.12031
-0.24623,0.057442,-0.13205,-0.084446,-0.054258
-0.051974,0.1758,0.050888,-0.12581,-0.054273
-0.13354,-0.11212,-0.031516,-0.11869,0.033906
0.079984,-0.0024459,-0.097424,0.0077865,-0.043213
0.15392,0.053146,-0.010087,-0.12879,0.036649
-0.058593,-0.1127,-0.064631,-0.027641,-0.10746
0.030516,-0.011075,0.16808,-0.062636,-0.086555
0.028955,0.06851,0.13135,-0.033166,-0.02703
0.0087303,-0.006565,-0.066375,0.063777,0.016639
0.08529,-0.026212,0.075879,0.078112,-0.023691
-0.10353,-0.0018188,-0.0033587,0.16819,-0.012635
0.018866,0.045279,-0.057743,-0.053735,0.030426
-0.04132,-0.054961,0.058705,-0.092382,-0.13512
0.024795,-0.10402,-0.14505,0.0034883,0.049306
-0.012455,0.01552,-0.12085,0.038595,-0.11227
-0.10308,-0.083505,-0.23201,0.062334,-0.17623
0.0097805,0.071543,-0.080066,-0.034272,0.20103
0.074852,-0.037349,-0.082306,-0.040872,-0.094396
0.080718,-0.078921,-0.24224,0.18304,0.029818
0.13342,-0.078616,-0.04163,0.0021034,-0.22774
0.11403,0.1607,0.020539,0.14376,0.138
-0.010801,0.07389,0.11346,-0.094957,0.074103
0.082942,0.022009,0.022216,0.06403,0.11287
0.019611,0.019805,-0.16837,0.095874,-0.14407
0.025863,-0.0020895,-0.060314,0.039034,0.094376
0.026471,-0.073601,-0.11705,0.052019,-0.11738
-0.055692,-0.020915,-0.17845,0.016301,-0.18464
0.175,0.040923,0.026508,-0.014607,0.13092
0.022978,0.037321,0.078351,-0.12765,0.012021
-0.074679,0.16253,-0.13469,0.049253,-0.041214
-0.17284,0.079673,-0.16521,-0.15354,0.14942
-0.11735,0.053068,-0.066566,0.026888,0.18058
-0.15473,0.01215,0.22353,-0.10548,-0.19922
0.00012919,-0.011169,-0.21192,-0.067351,0.029664
-0.098301,-0.17727,-0.20811,0.13484,0.063333
0.14867,-0.084183,0.098919,-0.121,-0.1191
0.031973,-0.095502,-0.094132,0.14023,0.025779
0.048786,0.14488,-0.13583,0.10915,0.019742
-0.12197,-0.094996,-0.20238,-0.12767,-0.19902
